# تعريب Kentum — المهام
#
# ⚠ هذا الملف يستخدم عناصر نائبة مُسمّاة: {itemDef:X} و{tech:X} و{baseExpansion:X}
#   تُستبدل باسم العنصر أو التقنية وقت التشغيل. انقلها كما هي حرفًا بحرف —
#   حتى حالة الأحرف — وحرّك موضعها في الجملة فقط.
#
# أسماء المهام في الأصل مليئة بالتوريات والإشارات الثقافية. حافظتُ على روح
# الطرافة بصياغة عربية موازية بدل الترجمة الحرفية التي تقتل النكتة.
#
key	ar
QuestData_MQ_Production_3_5_Task0_Name	ابحث {tech:tech_Foundry} في الدماغ
QuestData_MQ_Production_4_Name	عصر المعادن
QuestData_MQ_Production_4_Task0_Name	ابنِ {baseExpansion:base_foundry}
QuestData_MQ_Production_5_Name	سيّد السبائك
QuestData_MQ_Production_5_Task0_Name	اصنع ({0}/{1}) {itemDef:DuraniumIngot}

# ── السوائل المعرفية ──
QuestData_MQ_CognitiveFluid_B_1_Name	مزيد من عصير الدماغ
QuestData_MQ_CognitiveFluid_B_1_Task0_Name	حدّد موقع {ItemDef:Barley} في الشرق وامسحه
QuestData_MQ_CognitiveFluid_B_2_Name	حمّصه
QuestData_MQ_CognitiveFluid_B_2_Task0_Name	اصنع ({0}/{1}) {ItemDef:MaltedBarley}
QuestData_MQ_CognitiveFluid_B_3_Name	جوهر كل المشاكل
QuestData_MQ_CognitiveFluid_B_3_Task0_Name	اصنع ({0}/{1}) {itemdef:yeast}
QuestData_MQ_CognitiveFluid_B_4_Name	خمّره
QuestData_MQ_CognitiveFluid_B_4_Task0_Name	اصنع ({0}/{1}) {itemDef:CognitiveFluid_B}
QuestData_MQ_CognitiveFluid_C_1_Name	عفن؟
QuestData_MQ_CognitiveFluid_C_1_Task0_Name	حدّد موقع {ItemDef:RiceBulb} في الغرب وامسحه
QuestData_MQ_CognitiveFluid_C_2_Name	أرز؟
QuestData_MQ_CognitiveFluid_C_2_Task0_Name	اجمع ({0}/{1}) {ItemDef:RiceBulb}
QuestData_MQ_CognitiveFluid_C_3_Name	سائل قوي
QuestData_MQ_CognitiveFluid_C_3_Task0_Name	اصنع {itemDef:CognitiveFluid_C} ({0}/{1})
QuestData_SQ_ResearchCognitiveFluid_Task0_Name	ابحث {tech:Tech_Base_ScienceStuff_GrinderCognitive} في الدماغ

# ── نواة الطاقة ──
QuestData_MQ_FixEnergyCore_Gather_Name	لا قطع غيار
QuestData_MQ_FixEnergyCore_Gather_Task0_Name	احصل على {itemDef:Motherboard} ({0}/{1})
QuestData_MQ_FixEnergyCore_Gather_Task1_Name	احصل على {itemDef:OrganicBattery} ({0}/{1})
QuestData_MQ_FixEnergyCore_Gather_Task2_Name	احصل على {itemDef:ConductiveFiber} ({0}/{1})
QuestData_MQ_FixEnergyCore_TechComplete_Name	أستطيع إصلاحه!
QuestData_MQ_FixEnergyCore_TechComplete_Task0_Name	استبدل القطع المعطوبة

# ── الأتمتة ──
QuestData_MQ_Automation_1_Name	مخالب ومزارع
QuestData_MQ_Automation_1_Task0_Name	ابنِ ({0}/{1}) {baseExpansion:BaseExpansion_WorkerClaw}
QuestData_MQ_Automation_2_Task0_Name	اصنع ({0}/{1}) حوضًا
QuestData_SQ_Automation_Claws_0_Name	أتمتة المخالب
QuestData_SQ_Automation_Claws_0_Task0_Name	ابحث تقنية {tech:Tech_Base_Automation_Claw}
QuestData_SQ_Automation_Claws_1	المخلب والقانون
QuestData_SQ_Automation_Claws_1_Task0_Name	انقل ({0}/{1}) عنصرًا بـ{baseExpansion:BaseExpansion_WorkerClaw}
QuestData_Automation_Drill_Name	أسرع يا كِنت! احفر! احفر!
QuestData_Automation_Drill_Task0_Name	اصنع {itemDef:base_portableDrill}

# ── الزراعة ──
QuestData_SQ_Farming_1_Name	تقنية النبات
QuestData_SQ_Farming_1_Task0_Name	افتح تقنية صناعة البذور في الدماغ
QuestData_SQ_Farming_2_Name	صانع البذور
QuestData_SQ_Farming_2_Task0_Name	ابنِ {baseExpansion:base_seedMakerBasic}
QuestData_SQ_Farming_3_Task1_Name	ابنِ {baseExpansion:base_farmBasic}
QuestData_SQ_Farming_4_Name	أساسيات الزراعة
QuestData_SQ_Farming_4_Task0_Name	ازرع {itemDef:seed_Coffee} في {baseExpansion:base_farmBasic} ({0}/{1})

# ── القدرات ──
QuestData_SQ_Dash_Name	لا بد أن أنطلق
QuestData_SQ_Dash_Task0_Name	اصنع مهارة الاندفاع في {tech:staffAbiilities}
QuestData_SQ_Glide_Name	سقوط بأناقة
QuestData_SQ_Glide_Task0_Name	اصنع مهارة {tech:glideTech} في القاعدة
QuestData_SQ_Hook_Name	متعلّق بشعور
QuestData_SQ_Hook_Task0_Name	اصنع {tech:hookTech} في القاعدة
QuestData_SQ_PhaseDash_Name	يرونني وأنا أطوّر
QuestData_SQ_PhaseDash_Task0_Name	اصنع تعزيز مهارة {tech:phaseDashTech}
QuestData_SQ_Shrink_Name	تصغير
QuestData_SQ_Shrink_Task0_Name	اصنع مهارة {tech:shrinkTech} في القاعدة
QuestData_CraftAbility_ChargeAttack_Name	لا شيء في طريقي
QuestData_CraftAbility_ChargeAttack_Task0_Name	اصنع {tech:chargeAttack1Tech} في {baseExpansion:base_abilityCrafter}
QuestData_CraftAbility_RunbaA_Name	سماد محتشم
QuestData_CraftAbility_RunbaA_Task0_Name	ابنِ آلة تسميد
QuestData_CraftAbility_RunbaB_Name	الانضمام إلى كتيبة العظام
QuestData_CraftAbility_RunbaB_Task0_Name	اصنع R.O.C.C.O.

# ── غرف المسلّة: الزراعة ──
QuestData_MQ_Monolith_Agri_0-5_Name	مساعد الزراعة
QuestData_MQ_Monolith_Agri_0-5_Task0_Name	تحدّث مع مساعد الزراعة
QuestData_MQ_Monolith_Agri_0_Name	احتياجات زراعية
QuestData_MQ_Monolith_Agri_0_Task0_Name	افتح غرفة {tech:AgriRoomDoor}
QuestData_MQ_Monolith_Agri_1_Name	مهرجان البذور — الجزء 1
QuestData_MQ_Monolith_Agri_1_Task0_Name	سلّم البذور إلى المخزون الزراعي ({0}/{1})
QuestData_MQ_Monolith_Agri_2_Name	مهرجان البذور — الجزء 2
QuestData_MQ_Monolith_Agri_2_Task0_Name	وفّر مخزون بذور أكبر ({0}/{1})
QuestData_MQ_Monolith_Agri_3_Name	مهرجان البذور — الجزء 3
QuestData_MQ_Monolith_Agri_3_Task0_Name	سلّم إمدادًا هائلًا ({0}/{1})

# ── غرف المسلّة: الأحياء ──
QuestData_MQ_Monolith_Biogen_0-5_Name	مساعدة في الأحياء
QuestData_MQ_Monolith_Biogen_0-5_Task0_Name	تحدّث مع مساعد الأحياء
QuestData_MQ_Monolith_Biogen_0_Name	أحياء 101
QuestData_MQ_Monolith_Biogen_0_Task0_Name	افتح غرفة {tech:BioRoomDoor}
QuestData_MQ_Monolith_Biogen_1_Name	أحياء 201
QuestData_MQ_Monolith_Biogen_1_Task0_Name	سلّم عيّنات حيوانية إلى المخزون الحيوي ({0}/{1})
QuestData_MQ_Monolith_Biogen_2_Name	أحياء 301
QuestData_MQ_Monolith_Biogen_2_Task0_Name	وفّر مزيدًا من العيّنات الحيوانية ({0}/{1})
QuestData_MQ_Monolith_Biogen_3_Name	أحياء 401
QuestData_MQ_Monolith_Biogen_3_Task0_Name	سلّم عيّنات كثيرة ({0}/{1})

# ── غرف المسلّة: البنية التحتية ──
QuestData_MQ_Monolith_Infra_0-5_Name	تحتاج مساعدة؟
QuestData_MQ_Monolith_Infra_0-5_Task0_Name	قابل مساعد البنية التحتية
QuestData_MQ_Monolith_Infra_0_Name	بنية تحتية لعالم جديد
QuestData_MQ_Monolith_Infra_0_Task0_Name	افتح غرفة {tech:InfraRoomDoor}
QuestData_MQ_Monolith_Infra_1_Name	صخب البنية التحتية
QuestData_MQ_Monolith_Infra_1_Task0_Name	سلّم مواد بناء إلى مخزون البنية التحتية ({0}/{1})
QuestData_MQ_Monolith_Infra_2_Name	صخب البنية التحتية 2
QuestData_MQ_Monolith_Infra_2_Task0_Name	وفّر مزيدًا من مواد البناء ({0}/{1})
QuestData_MQ_Monolith_Infra_3_Name	أحلام البنية التحتية
QuestData_MQ_Monolith_Infra_3_Task0_Name	سلّم مواد كثيرة ({0}/{1})

# ── غرف المسلّة: التقنية ──
QuestData_MQ_Monolith_Tech_0-5_Name	صديق قديم
QuestData_MQ_Monolith_Tech_0-5_Task0_Name	تحدّث إلى مساعد التقنية
QuestData_MQ_Monolith_Tech_0_Name	التقنية
QuestData_MQ_Monolith_Tech_0_Task0_Name	افتح غرفة {tech:TechRoomDoor}
QuestData_MQ_Monolith_Tech_1_Name	أحلام آلية — الجزء 1
QuestData_MQ_Monolith_Tech_1_Task0_Name	سلّم قطعًا تقنية إلى مخزون التقنية ({0}/{1})
QuestData_MQ_Monolith_Tech_2_Name	أحلام آلية — الجزء 2
QuestData_MQ_Monolith_Tech_2_Task0_Name	وفّر تقنية أكثر تقدّمًا ({0}/{1})
QuestData_MQ_Monolith_Tech_3_Name	أحلام آلية — الجزء 3
QuestData_MQ_Monolith_Tech_3_Task0_Name	سلّم إمدادًا ضخمًا من التقنية ({0}/{1})
QuestData_SQ_Monolith_AllCompleted_Name	مكتنِز
QuestData_SQ_Monolith_AllCompleted_Task	اشعر بالفخر بنفسك للحظة

# ── البروتوكولات النهائية ──
QuestData_MQ_FinalTechs_Name	البروتوكولات النهائية
QuestData_MQ_FinalTechs_Agriculture_Name	أكمل بروتوكولات {tech:AgriRoomDoor}
QuestData_MQ_FinalTechs_Biology_Name	أكمل بروتوكولات {tech:BioRoomDoor}
QuestData_MQ_FinalTechs_Infrastructure_Name	أكمل بروتوكولات {tech:InfraRoomDoor}
QuestData_MQ_FinalTechs_Technology_Name	أكمل بروتوكولات {tech:TechRoomDoor}

# ── نهاية النسخة التجريبية ──
QuestData_MQ_DemoEnd_1_Name	مختبر الحيوية الوراثية
QuestData_MQ_DemoEnd_1_Task0_Name	افتح باب مختبر الحيوية الوراثية في المسلّة
QuestData_MQ_DemoEnd_2_Name	سرّ المسلّة
QuestData_MQ_DemoEnd_2_Task0_Name	اذهب إلى المسلّة
QuestData_MQ_DemoEnd_3_Name	اضغط الزر
QuestData_MQ_DemoEnd_3_Task0_Name	أنهِ النسخة التجريبية وحدّث أصدقاءك عن Kentum
